Country,Indicator,Year,Gender,Value
Antigua and Barbuda,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,6.41 [4.48-9.34]
Argentina,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,4.55 [3.02-7.7]
Argentina,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,4.68 [3.26-7.13]
Argentina,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,4.43 [2.66-8.27]
Argentina,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,3.42 [2.27-5.79]
Argentina,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,4.34 [3.02-6.63]
Argentina,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.73 [1.64-5.1]
Armenia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,10.12 [7.09-14.8]
Armenia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,10.02 [7.47-13.64]
Armenia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,10.21 [6.66-15.95]
Armenia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,6.98 [4.89-10.22]
Armenia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,8.35 [6.22-11.36]
Armenia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,5.93 [3.87-9.26]
Australia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,2.85 [1.08-7.8]
Australia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,2.32 [1.04-5.74]
Australia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,3.38 [1.1-9.81]
Australia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.32 [0.5-3.61]
Australia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.26 [0.57-3.13]
Australia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.34 [0.44-3.9]
Austria,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,4.64 [2.19-10.02]
Austria,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,3.87 [2.14-7.55]
Austria,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,5.38 [2.26-12.47]
Austria,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,1.76 [0.83-3.8]
Austria,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,1.85 [1.02-3.6]
Austria,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.67 [0.7-3.86]
Azerbaijan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,9.25 [6.43-13.24]
Azerbaijan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,8.93 [6.37-12.44]
Azerbaijan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,9.57 [6.37-14.01]
Azerbaijan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,10.94 [7.6-15.65]
Azerbaijan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,12.25 [8.74-17.06]
Azerbaijan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,9.87 [6.57-14.44]
Bahamas,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,4.89 [3.5-7.22]
Bahamas,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,4.86 [3.63-6.56]
Bahamas,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,4.91 [3.28-7.88]
Bahamas,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,4.49 [3.21-6.63]
Bahamas,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,5.11 [3.82-6.9]
Bahamas,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,3.92 [2.62-6.29]
Bahrain,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.5 [1.26-1.77]
Bahrain,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.34 [1.15-1.56]
Bahrain,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.75 [1.44-2.12]
Bahrain,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,3.85 [3.23-4.53]
Bahrain,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.73 [3.19-4.33]
Bahrain,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,3.99 [3.27-4.82]
Bangladesh,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,28.5 [24.5-32.58]
Bangladesh,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,27.28 [23.47-31.39]
Bangladesh,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,29.75 [25.53-34.13]
Bangladesh,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,42.23 [36.3-48.27]
Bangladesh,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,40.11 [34.51-46.16]
Bangladesh,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,44.32 [38.03-50.85]
Barbados,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,13.36 [8.83-20.87]
Barbados,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,13.35 [9.59-18.84]
Barbados,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,13.37 [7.89-22.94]
Barbados,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,7.32 [4.84-11.44]
Barbados,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,8.69 [6.24-12.27]
Barbados,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,6.13 [3.62-10.52]
Belarus,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,16.99 [11.78-25.61]
Belarus,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,16.23 [12.07-22.1]
Belarus,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,17.64 [10.87-29.44]
Belarus,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,9.54 [6.62-14.39]
Belarus,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,12.55 [9.34-17.1]
Belarus,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,7.46 [4.6-12.44]
Belgium,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,5.54 [2.58-11.97]
Belgium,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,4.61 [2.55-8.91]
Belgium,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,6.44 [2.65-15]
Belgium,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.07 [0.97-4.48]
Belgium,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.2 [1.22-4.25]
Belgium,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,1.93 [0.8-4.5]
Belize,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,6.03 [4.55-7.74]
Belize,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,6.73 [5.07-8.53]
Belize,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,5.34 [3.91-6.99]
Belize,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,11.83 [8.93-15.17]
Belize,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,13.05 [9.82-16.54]
Belize,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,10.57 [7.74-13.83]
Benin,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,17.74 [15.44-20.04]
Benin,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,15.13 [13.2-17.11]
Benin,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,20.34 [17.45-23.19]
Benin,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,40.28 [35.05-45.5]
Benin,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,37.03 [32.31-41.88]
Benin,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,42.22 [36.23-48.14]
Bhutan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,13.5 [9.64-17.07]
Bhutan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,12.29 [8.9-15.69]
Bhutan,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,14.87 [10.47-18.78]
Bhutan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,19.56 [13.97-24.73]
Bhutan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,17.29 [12.52-22.08]
Bhutan,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,22.34 [15.73-28.21]
Bolivia (Plurinational State of),Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,8.39 [6.67-10.54]
Bolivia (Plurinational State of),Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,8.28 [6.59-10.34]
Bolivia (Plurinational State of),Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,8.5 [6.7-10.7]
Bolivia (Plurinational State of),"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,10.27 [8.17-12.9]
Bolivia (Plurinational State of),"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,10.62 [8.45-13.27]
Bolivia (Plurinational State of),"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,9.96 [7.85-12.53]
Bosnia and Herzegovina,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,42.39 [28.11-58.63]
Bosnia and Herzegovina,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,37.14 [25.23-51.04]
Bosnia and Herzegovina,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,47.44 [31.12-66.01]
Bosnia and Herzegovina,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,21.01 [13.93-29.06]
Bosnia and Herzegovina,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,22.25 [15.12-30.58]
Bosnia and Herzegovina,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,19.85 [13.02-27.62]
Botswana,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,9.63 [7.39-12.12]
Botswana,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,8.27 [6.38-10.4]
Botswana,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,10.95 [8.32-14]
Botswana,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,19.67 [15.09-24.77]
Botswana,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,19.79 [15.25-24.88]
Botswana,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,19.37 [14.71-24.76]
Brazil,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,5.71 [3.93-8.71]
Brazil,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.9 [4.22-8.65]
Brazil,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,5.52 [3.67-8.94]
Brazil,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,5.47 [3.77-8.35]
Brazil,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,6.47 [4.63-9.47]
Brazil,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,4.7 [3.12-7.61]
Brunei Darussalam,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.74 [1.04-2.96]
Brunei Darussalam,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.62 [1-2.61]
Brunei Darussalam,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,1.86 [1.08-3.35]
Brunei Darussalam,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,2.66 [1.59-4.52]
Brunei Darussalam,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,2.6 [1.6-4.17]
Brunei Darussalam,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,2.71 [1.57-4.88]
Bulgaria,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,36.78 [21.99-64.66]
Bulgaria,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,35.31 [22.78-57.87]
Bulgaria,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,38.17 [20.67-71.94]
Bulgaria,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,15.2 [9.09-26.71]
Bulgaria,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,18.18 [11.73-29.79]
Bulgaria,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,12.73 [6.89-24]
Burkina Faso,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,11.09 [9.67-12.56]
Burkina Faso,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,9.06 [7.8-10.33]
Burkina Faso,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,13.11 [11.42-14.84]
Burkina Faso,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,32.93 [28.72-37.28]
Burkina Faso,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,30.59 [26.33-34.86]
Burkina Faso,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,34.2 [29.8-38.72]
Burundi,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,14.43 [12.7-16.24]
Burundi,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,12.84 [11.22-14.53]
Burundi,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,15.97 [14-17.92]
Burundi,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,37.57 [33.07-42.29]
Burundi,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,33.96 [29.66-38.41]
Burundi,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,40.49 [35.5-45.43]
Cabo Verde,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,10.92 [8.1-15.77]
Cabo Verde,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,9.96 [7.49-14.17]
Cabo Verde,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,11.87 [8.62-17.34]
Cabo Verde,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,16.39 [12.16-23.66]
Cabo Verde,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,18.5 [13.91-26.33]
Cabo Verde,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,14.89 [10.81-21.74]
Cambodia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,24.92 [21.07-28.74]
Cambodia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,18.3 [15.33-21.13]
Cambodia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,31.24 [26.47-36.24]
Cambodia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,44.88 [37.94-51.74]
Cambodia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,37.55 [31.46-43.36]
Cambodia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,49.7 [42.11-57.65]
Cameroon,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,16.59 [14.41-19.04]
Cameroon,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,15.21 [13.17-17.53]
Cameroon,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,17.99 [15.49-20.77]
Cameroon,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,38.49 [33.41-44.15]
Cameroon,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,36.36 [31.49-41.91]
Cameroon,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,40 [34.45-46.19]
Canada,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,1.93 [0.74-5.39]
Canada,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,1.66 [0.75-4.12]
Canada,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,2.2 [0.72-6.62]
Canada,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,0.86 [0.33-2.39]
Canada,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,0.87 [0.39-2.18]
Canada,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,0.83 [0.27-2.5]
Central African Republic,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,23.88 [20.91-26.94]
Central African Republic,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,20.55 [17.88-23.36]
Central African Republic,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,27.13 [23.64-30.77]
Central African Republic,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,50.72 [44.4-57.22]
Central African Republic,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,46.92 [40.82-53.33]
Central African Republic,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,53.37 [46.49-60.51]
Chad,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,17.23 [15.35-19.22]
Chad,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,15.43 [13.64-17.36]
Chad,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,19.03 [16.86-21.29]
Chad,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,47.06 [41.94-52.51]
Chad,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,43.06 [38.06-48.44]
Chad,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,50.21 [44.49-56.16]
Chile,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,7.17 [4.73-11.12]
Chile,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,7.16 [5-10.42]
Chile,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,7.19 [4.5-11.83]
Chile,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,5.26 [3.47-8.16]
Chile,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,6.28 [4.39-9.14]
Chile,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,4.45 [2.79-7.33]
China,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,38.92 [28.54-50.48]
China,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,39.36 [29.05-51.18]
China,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,38.46 [28.04-50.11]
China,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,30.99 [22.73-40.19]
China,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,33.66 [24.84-43.77]
China,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,28.56 [20.82-37.21]
Colombia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,5.26 [3.75-7.3]
Colombia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,5.14 [3.72-6.94]
Colombia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,5.38 [3.74-7.72]
Colombia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,5.58 [3.97-7.75]
Colombia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,6.02 [4.36-8.13]
Colombia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,5.2 [3.62-7.47]
Comoros,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,12.94 [11.16-14.87]
Comoros,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,12.4 [10.66-14.31]
Comoros,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,13.48 [11.63-15.44]
Comoros,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,30.47 [26.28-35.03]
Comoros,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,30.73 [26.41-35.47]
Comoros,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,30 [25.88-34.35]
Congo,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,12.5 [10.65-14.54]
Congo,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,9.4 [7.88-11]
Congo,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,15.61 [13.17-18.16]
Congo,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,27.56 [23.48-32.05]
Congo,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,22.06 [18.5-25.81]
Congo,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,32.28 [27.24-37.56]
Costa Rica,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,4.17 [2.71-6.61]
Costa Rica,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,4.05 [2.76-6.12]
Costa Rica,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,4.3 [2.68-7.1]
Costa Rica,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,3.59 [2.34-5.69]
Costa Rica,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,3.83 [2.61-5.78]
Costa Rica,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,3.36 [2.1-5.55]
Côte d’Ivoire,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,23.36 [20.1-26.43]
Côte d’Ivoire,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,22.45 [19.1-25.79]
Côte d’Ivoire,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,24.3 [20.96-27.61]
Côte d’Ivoire,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,52.75 [45.39-59.69]
Côte d’Ivoire,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,46.84 [39.85-53.8]
Côte d’Ivoire,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,59.6 [51.42-67.71]
Croatia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,18.47 [10.54-32.66]
Croatia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,16.26 [10.24-26.34]
Croatia,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,20.53 [10.85-38.08]
Croatia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Both sexes,7.22 [4.12-12.77]
Croatia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Male,8.49 [5.35-13.76]
Croatia,"Ambient and household air pollution attributable death rate (per 100 000 population, age-standardized)",2016,Female,6.15 [3.25-11.41]
Cuba,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Both sexes,13.15 [6.59-25.96]
Cuba,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Male,13.27 [7.01-25.87]
Cuba,Ambient and household air pollution attributable death rate (per 100 000 population),2016,Female,13.03 [6.16-26.49]
